symbol	alias_symbol	prev_symbol	name
LY6G6F	"G6f|NG32"	"LY6G6D|C6orf21"	lymphocyte antigen 6 family member G6F
LY6G6F-LY6G6D	"MEGT1|MEGT-1|G6F-LY6G6D"		LY6G6F-LY6G6D readthrough
LY6H	NMLY6		lymphocyte antigen 6 family member H
LY6K	"HSJ001348|FLJ35226|CT97"		lymphocyte antigen 6 family member K
LY6L			lymphocyte antigen 6 family member L
LY6S	LY6A		lymphocyte antigen 6 family member S
LY6S-AS1	FLJ37131	"C8orf31|LINC02904"	LY6S antisense RNA 1
LY9	"CD229|mLY9|SLAMF3|hly9"		lymphocyte antigen 9
LY75	"DEC-205|CLEC13B|CD205"		lymphocyte antigen 75
LY75-CD302			LY75-CD302 readthrough
LY86	"MD-1|dJ80N2.1"		lymphocyte antigen 86
LY86-AS1	FLJ33708	"LY86AS|LY86-AS"	LY86 antisense RNA 1
LY96	"MD-2|ESOP-1|MD2|ly-96"		lymphocyte antigen 96
LYAR	"ZC2HC2|ZLYAR"		Ly1 antibody reactive
LYARP1			Ly1 antibody reactive pseudogene 1
LYG1	"SALW1939|LYGA1"		lysozyme g1
LYG2	"LYGH|LYGA2"		lysozyme g2
LYL1	bHLHa18		LYL1 basic helix-loop-helix family member
LYN	JTK8		LYN proto-oncogene, Src family tyrosine kinase
LYNX1	SLURP2		Ly6/neurotoxin 1
LYNX1-SLURP2			LYNX1-SLURP2 readthrough
LYPD1	"MGC29643|PHTS"	LYPDC1	LY6/PLAUR domain containing 1
LYPD2	"RGTR430|UNQ430"	LYPDC2	LY6/PLAUR domain containing 2
LYPD3	C4.4A		LY6/PLAUR domain containing 3
LYPD4	MGC42718		LY6/PLAUR domain containing 4
LYPD5	"FLJ30469|Haldisin"		LY6/PLAUR domain containing 5
LYPD6	MGC52057		LY6/PLAUR domain containing 6
LYPD6B	"CT116|LYPD7"		LY6/PLAUR domain containing 6B
LYPD8			LY6/PLAUR domain containing 8
LYPD9P			LY6/PLAUR domain containing 9, pseudogene
LYPLA1	"LPL1|APT-1"		lysophospholipase 1
LYPLA1P1			LYPLA1 pseudogene 1
LYPLA1P2			LYPLA1 pseudogene 2
LYPLA1P3			LYPLA1 pseudogene 3
LYPLA2	APT-2		lysophospholipase 2
LYPLA2P1	"dJ570F3.6|APT"	LYPLA2L	LYPLA2 pseudogene 1
LYPLA2P2			LYPLA2 pseudogene 2
LYPLA2P3			LYPLA2 pseudogene 3
LYPLAL1	Q96AV0		lysophospholipase like 1
LYPLAL1-AS1			LYPLAL1 antisense RNA 1
LYPLAL1-DT		LYPLAL1-AS1	LYPLAL1 divergent transcript
LYRM1	A211C6.1		LYR motif containing 1
LYRM2	DJ122O8.2		LYR motif containing 2
LYRM4	"CGI-203|ISD11"	C6orf149	LYR motif containing 4
LYRM4-AS1			LYRM4 antisense RNA 1
LYRM7	"FLJ20796|MZM1L"	C5orf31	LYR motif containing 7
LYRM9	HSD24	C17orf108	LYR motif containing 9
LYSET	"DKFZP564F1123|GCAF"	"C14orf109|TMEM251"	lysosomal enzyme trafficking factor
LYSETP1		TMEM251P1	LYSET pseudogene 1
LYSMD1	"SB145|MGC35223|RP11-68I18.5"		LysM domain containing 1
LYSMD2	MGC35274		LysM domain containing 2
LYSMD3	FLJ13542		LysM domain containing 3
LYSMD4	FLJ33008		LysM domain containing 4
LYST	"CHS|Mauve"	CHS1	lysosomal trafficking regulator
LYVE1	LYVE-1	XLKD1	lymphatic vessel endothelial hyaluronan receptor 1
LYZ			lysozyme
LYZL1	"MGC33408|LYC2"		lysozyme like 1
LYZL2			lysozyme like 2
LYZL4	"MGC26768|LYC4"		lysozyme like 4
LYZL6	"LYC1|PRO1485|TKAL754"		lysozyme like 6
LZIC	MGC15436		leucine zipper and CTNNBIP1 domain containing
LZTFL1	BBS17		leucine zipper transcription factor like 1
LZTR1	"LZTR-1|BTBD29"		leucine zipper like post translational regulator 1
LZTS1	FEZ1		leucine zipper tumor suppressor 1
LZTS1-AS1			LZTS1 antisense RNA 1
LZTS2	"KIAA1813|LAPSER1"		leucine zipper tumor suppressor 2
LZTS3	"ProSAPiP1|KIAA0552"		leucine zipper tumor suppressor family member 3
M1AP	"D6Mm5e|SPATA37"	C2orf65	meiosis 1 associated protein
M6PR	"CD-MPR|CD-M6PR"		mannose-6-phosphate receptor, cation dependent
M6PRP1			M6PR pseudogene 1
MAB21L1	CAGR1		mab-21 like 1
MAB21L2			mab-21 like 2
MAB21L3	"FLJ38716|D5"	C1orf161	mab-21 like 3
MAB21L4	FLJ22671	C2orf54	mab-21 like 4
MACC1	"7A5|SH3BP4L"		MET transcriptional regulator MACC1
MACC1-AS1			MACC1 antisense RNA 1
MACF1	"KIAA0465|ACF7|ABP620|KIAA1251|MACF|FLJ45612|FLJ46776|Lnc-PMIF"	KIAA0754	microtubule actin crosslinking factor 1
MACIR	FLJ25291	C5orf30	macrophage immunometabolism regulator
MACO1	FLJ10747	TMEM57	macoilin 1
MACORIS			macrophage enriched lincRNA repressor of IFN-gamma signaling
MACROD1	LRP16		mono-ADP ribosylhydrolase 1
MACROD2	dJ631M13.5	C20orf133	mono-ADP ribosylhydrolase 2
MACROD2-AS1	BA318C17.1	NCRNA00186	MACROD2 antisense RNA 1
MACROD2-IT1	bA467D7.4	"C20orf68|NCRNA00227"	MACROD2 intronic transcript 1
MACROH2A1	macroH2A1.2	H2AFY	macroH2A.1 histone
MACROH2A2		H2AFY2	macroH2A.2 histone
MAD1L1	"HsMAD1|TXBP181|MAD1|PIG9|TP53I9"		mitotic arrest deficient 1 like 1
MAD2L1	"MAD2|HSMAD2"		mitotic arrest deficient 2 like 1
MAD2L1-DT			MAD2L1 divergent transcript
MAD2L1BP	"CMT2|KIAA0110|dJ261G23.1|p31comet"		MAD2L1 binding protein
MAD2L1P1		MAD2L1P	mitotic arrest deficient 2 like 1 pseudogene 1
MAD2L2	"MAD2B|REV7|POLZ2|FANCV"		mitotic arrest deficient 2 like 2
MADCAM1	MACAM1		mucosal vascular addressin cell adhesion molecule 1
MADCAM1-AS1			MADCAM1 antisense RNA 1
MADD	"DENN|KIAA0358|RAB3GEP|IG20"		MAP kinase activating death domain
MADD-AS1			MADD antisense RNA 1
MAEA	"EMP|GID9|p44EMLP|HLC-10"		macrophage erythroblast attacher, E3 ubiquitin ligase
MAEL	"FLJ14904|CT128|SPATA35"		maelstrom spermatogenic transposon silencer
MAF	c-MAF		MAF bZIP transcription factor
MAF1	DKFZp586G1123		MAF1 homolog, negative regulator of RNA polymerase III
MAF1P1			MAF1 pseudogene 1
MAFA	"RIPE3b1|hMafA"		MAF bZIP transcription factor A
MAFA-AS1	"RP11-909N17.3|TCONS_00014882"		MAFA antisense RNA 1
MAFB		KRML	MAF bZIP transcription factor B
MAFF	hMafF		MAF bZIP transcription factor F
MAFG	"MGC13090|MGC20149"		MAF bZIP transcription factor G
MAFG-AS1			MAFG antisense RNA 1
MAFIP	"FLJ35473|FLJ00219|FLJ39633|MIP|pp5644|TEKT4P4"		MAFF interacting protein
MAFK	"P18|NFE2U"		MAF bZIP transcription factor K
MAFTRR	linc-MAF-4		MAF transcriptional regulator RNA
MAG	"SIGLEC4A|SIGLEC-4A|S-MAG|SIGLEC4"	GMA	myelin associated glycoprotein
MAGEA1	"MGC9326|CT1.1"	MAGE1	MAGE family member A1
MAGEA2	"MAGEA2A|CT1.2"	MAGE2	MAGE family member A2
MAGEA2B	"MAGE2|MGC16973|MAGEA2"		MAGE family member A2B
MAGEA3	"HYPD|HIP8|MGC14613|CT1.3"	MAGE3	MAGE family member A3
MAGEA3-DT			MAGEA3 divergent transcript
MAGEA4	"MAGE4A|MAGE4B|MAGE-41|MAGE-X2|MGC21336|CT1.4"	MAGE4	MAGE family member A4
MAGEA4-AS1			MAGEA4 antisense RNA 1
MAGEA5P	"MGC129526|CT1.5"	"MAGE5|MAGEA5"	MAGE family member A5, pseudogene
MAGEA6	"CT1.6|MAGE3B|MAGE-3b"	MAGE6	MAGE family member A6
MAGEA6-DT			MAGEA6 divergent transcript
MAGEA7P		"MAGE7|MAGEA7"	MAGE family member A7, pseudogene
MAGEA8	"MGC2182|CT1.8"	MAGE8	MAGE family member A8
MAGEA8-AS1	RP5-869M20.2		MAGEA8 antisense RNA 1
MAGEA9	"MGC8421|CT1.9"	MAGE9	MAGE family member A9
MAGEA9B			MAGE family member A9B
MAGEA10	"MGC10599|CT1.10"	MAGE10	MAGE family member A10
MAGEA11	"MAGE-11|MAGEA-11|MGC10511|CT1.11"	MAGE11	MAGE family member A11
MAGEA12	CT1.12	MAGE12	MAGE family member A12
MAGEA13P	LOC139363		MAGE family member A13, pseudogene
MAGEB1	"MAGEL1|MAGE-Xp|DAM10|MGC9322|CT3.1"		MAGE family member B1
MAGEB2	"DAM6|MAGE-XP-2|MGC26438|CT3.2"		MAGE family member B2
MAGEB3	CT3.5		MAGE family member B3
MAGEB4	"MGC33144|CT3.6"		MAGE family member B4
MAGEB5	"MAGE-B5|CT3.3"		MAGE family member B5
MAGEB6	"FLJ40242|MAGE-B6|MAGEB6A|CT3.4"		MAGE family member B6
MAGEB6B		MAGEB6P1	MAGE family member B6B
MAGEB10	FLJ32965		MAGE family member B10
MAGEB16			MAGE family member B16
MAGEB17			MAGE family member B17
MAGEB17-AS1	lnc-AP1S2-2		MAGEB17 antisense RNA 1
MAGEB18	MGC33889		MAGE family member B18
MAGEC1	"MAGE-C1|CT7|MGC39366|CT7.1"		MAGE family member C1
MAGEC2	"CT10|MAGE-C2|HCA587"	MAGEE1	MAGE family member C2
MAGEC3	"HCA2|MAGE-C3|CT7.2"		MAGE family member C3
MAGED1	"NRAGE|DLXIN-1"		MAGE family member D1
MAGED2	"JCL-1|BCG1|11B6|MAGE-D2|HCA10|MAGED|MGC8386"		MAGE family member D2
MAGED4	"MAGE1|MGC3210|KIAA1859|MAGE-E1"		MAGE family member D4
MAGED4B			MAGE family member D4B
MAGEE1	"KIAA1587|DAMAGE"		MAGE family member E1
MAGEE2	HCA3		MAGE family member E2
MAGEF1			MAGE family member F1
MAGEH1	APR1		MAGE family member H1
MAGEL2	nM15	NDNL1	MAGE family member L2
MAGI1	"BAP1|MAGI-1|TNRC19|AIP3|WWP3"	BAIAP1	membrane associated guanylate kinase, WW and PDZ domain containing 1
MAGI1-AS1			MAGI1 antisense RNA 1
MAGI1-IT1			MAGI1 intronic transcript 1
MAGI2	"AIP1|ARIP1|KIAA0705|ACVRIP1|MAGI-2"		membrane associated guanylate kinase, WW and PDZ domain containing 2
MAGI2-AS1			MAGI2 antisense RNA 1
MAGI2-AS2			MAGI2 antisense RNA 2
MAGI2-AS3	ENST00000414797		MAGI2 antisense RNA 3
MAGI3	MAGI-3		membrane associated guanylate kinase, WW and PDZ domain containing 3
MAGIX	"PDZX|JM10|FLJ21687"		MAGI family member, X-linked
MAGOH	"MAGOHA|MAGOH1"		mago homolog, exon junction complex subunit
MAGOH-DT			MAGOH divergent transcript
MAGOH2P		MAGOH2	mago homolog 2, pseudogene
MAGOH3P	MAGOHP1	MAGOHP	mago homolog 3, pseudogene
MAGOHB	"FLJ10292|MGN2"		mago homolog B, exon junction complex subunit
MAGT1	"DKFZp564K142|IAP|OST3B|MRX95|SLC58A1"		magnesium transporter 1
MAILR	"MAIL1|H22954"	AZIN1-AS1	macrophage interferon regulatory lncRNA
MAIP1	"DKFZp666A212|FLJ22555"	C2orf47	matrix AAA peptidase interacting protein 1
MAJIN		C11orf85	membrane anchored junction protein
MAK	"dJ417M14.2|RP62"		male germ cell associated kinase
MAK16	MAK16L	RBM13	MAK16 homolog
MAL	"MVP17|VIP17"		mal, T cell differentiation protein
MAL-AS1	AC103563.8		MAL antisense RNA 1
MAL2			mal, T cell differentiation protein 2
MAL2-AS1			MAL2 antisense RNA 1
MALAT1	"PRO1073|MALAT-1|NCRNA00047|HCN|NEAT2|LINC00047|mascRNA"		metastasis associated lung adenocarcinoma transcript 1
MALINC1	MA-linc1	LINC01024	mitosis associated long intergenic non-coding RNA 1
MALL	BENE		mal, T cell differentiation protein like
MALLP1			MALL pseudogene 1
MALLP2			MALL pseudogene 2
MALRD1	"bA265G8.2|Diet1"	C10orf112	MAM and LDL receptor class A domain containing 1
MALSU1	mtRsfA	C7orf30	mitochondrial assembly of ribosomal large subunit 1
MALT1	PCASP1	MLT	MALT1 paracaspase
MALT1-AS1			MALT1 antisense RNA 1
MAMDC2	MGC21981		MAM domain containing 2
MAMDC2-AS1			MAMDC2 antisense RNA 1
MAMDC4	"AEGP|DKFZp434M1411|EDTB"		MAM domain containing 4
MAML1	"KIAA0200|Mam-1"		mastermind like transcriptional coactivator 1
MAML2	"KIAA1819|MAM3"		mastermind like transcriptional coactivator 2
MAML3	"KIAA1816|MAM2|CAGH3|GDN"	TNRC3	mastermind like transcriptional coactivator 3
MAMLD1	"CG1|F18"	CXorf6	mastermind like domain containing 1
MAMSTR	"MASTR|FLJ36070"		MEF2 activating motif and SAP domain containing transcriptional regulator
MAN1A1			mannosidase alpha class 1A member 1
MAN1A2	MAN1B		mannosidase alpha class 1A member 2
MAN1A2P1			mannosidase alpha class 1A member 2 pseudogene 1
MAN1B1	"MANA-ER|MRT15|ERManI|ERMan1"		mannosidase alpha class 1B member 1
MAN1B1-DT		MAN1B1-AS1	MAN1B1 divergent transcript
MAN1C1	HMIC		mannosidase alpha class 1C member 1
MAN2A1	"GOLIM7|MANII"	MANA2	mannosidase alpha class 2A member 1
MAN2A1-DT			MAN2A1 divergent transcript
MAN2A2	"MANA2X|HsT19662|alpha-MIIx"		mannosidase alpha class 2A member 2
MAN2B1	LAMAN	MANB	mannosidase alpha class 2B member 1
MAN2B2	"KIAA0935|EpMAN"		mannosidase alpha class 2B member 2
MAN2C1		"MANA1|MANA"	mannosidase alpha class 2C member 1
MANBA			mannosidase beta
MANBAL	dJ1141E15.2		mannosidase beta like
MANCR	CR749391	LINC00704	mitotically associated long non coding RNA
MANEA	"FLJ12838|mandaselin"		mannosidase endo-alpha
MANEA-DT		MANEA-AS1	MANEA divergent transcript
MANEAL	FLJ31434		mannosidase endo-alpha like
MANEALP1			MANEAL pseudogene 1
MANF	ARP	ARMET	mesencephalic astrocyte derived neurotrophic factor
MANSC1	"FLJ10298|LOH12CR3"		MANSC domain containing 1
MANSC4			MANSC domain containing 4
MAOA			monoamine oxidase A
MAOB			monoamine oxidase B
MAP1A		MAP1L	microtubule associated protein 1A
MAP1B	"MAP5|PPP1R102"		microtubule associated protein 1B
MAP1LC3A	"MAP1BLC3|MAP1ALC3|LC3|LC3A|ATG8E"		microtubule associated protein 1 light chain 3 alpha
MAP1LC3B	ATG8F		microtubule associated protein 1 light chain 3 beta
MAP1LC3B2	ATG8G		microtubule associated protein 1 light chain 3 beta 2
MAP1LC3BP1			microtubule associated protein 1 light chain 3 beta pseudogene 1
MAP1LC3C	ATG8J		microtubule associated protein 1 light chain 3 gamma
MAP1LC3P	HsT312		microtubule associated protein 1 light chain 3 pseudogene
MAP1S	"FLJ10669|MAP8"	"C19orf5|VCY2IP1|BPY2IP1"	microtubule associated protein 1S
MAP2	"MAP2A|MAP2B|MAP2C"		microtubule associated protein 2
MAP2K1	"MEK1|MAPKK1|MKK1"	PRKMK1	mitogen-activated protein kinase kinase 1
MAP2K1P1			mitogen-activated protein kinase kinase 1 pseudogene 1
MAP2K2	"MEK2|MKK2"	PRKMK2	mitogen-activated protein kinase kinase 2
MAP2K3	"MEK3|MKK3|MAPKK3|SAPKK2"	PRKMK3	mitogen-activated protein kinase kinase 3
MAP2K4	"MEK4|JNKK1|PRKMK4|MKK4|MAPKK4|SAPKK1|SKK1|JNKK|SEK1"	SERK1	mitogen-activated protein kinase kinase 4
MAP2K4P1			mitogen-activated protein kinase kinase 4 pseudogene 1
MAP2K5	"MEK5|MAPKK5|HsT17454"	PRKMK5	mitogen-activated protein kinase kinase 5
MAP2K5-DT			MAP2K5 divergent transcript
MAP2K6	"MEK6|MKK6|SAPKK3|MAPKK6"	PRKMK6	mitogen-activated protein kinase kinase 6
MAP2K7	"MKK7|Jnkk2|SAPKK4"	PRKMK7	mitogen-activated protein kinase kinase 7
MAP3K1	"MEKK|MAPKKK1"	MEKK1	mitogen-activated protein kinase kinase kinase 1
MAP3K2	MEKK2B	MEKK2	mitogen-activated protein kinase kinase kinase 2
MAP3K2-DT	ENST00000433673		MAP3K2 divergent transcript
MAP3K3	MAPKKK3	MEKK3	mitogen-activated protein kinase kinase kinase 3
MAP3K4	"MTK1|MAPKKK4|KIAA0213"	MEKK4	mitogen-activated protein kinase kinase kinase 4
MAP3K4-AS1			MAP3K4 antisense RNA 1
MAP3K5	"MAPKKK5|ASK1"	MEKK5	mitogen-activated protein kinase kinase kinase 5
MAP3K5-AS1			MAP3K5 antisense RNA 1
MAP3K5-AS2			MAP3K5 antisense RNA 2
MAP3K6	"MAPKKK6|ASK2|MEKK6"		mitogen-activated protein kinase kinase kinase 6
MAP3K7	MEKK7	TAK1	mitogen-activated protein kinase kinase kinase 7
MAP3K7CL	"TAKL|TAK1L|TAKL-1|TAKL-2|TAKL-4"	C21orf7	MAP3K7 C-terminal like
MAP3K8	"Tpl-2|EST|c-COT|MEKK8"	"COT|ESTF"	mitogen-activated protein kinase kinase kinase 8
MAP3K9	"PRKE1|MEKK9"	MLK1	mitogen-activated protein kinase kinase kinase 9
MAP3K9-DT	lincNMR		MAP3K9 divergent transcript
MAP3K10	"MST|MEKK10"	MLK2	mitogen-activated protein kinase kinase kinase 10
MAP3K11	"SPRK|MEKK11"	"MLK3|PTK1"	mitogen-activated protein kinase kinase kinase 11
MAP3K12	"MUK|DLK|ZPKP1|MEKK12"	ZPK	mitogen-activated protein kinase kinase kinase 12
MAP3K13	"LZK|MEKK13"		mitogen-activated protein kinase kinase kinase 13
MAP3K14	"NIK|HSNIK|FTDCR1B|HS"		mitogen-activated protein kinase kinase kinase 14
MAP3K14-AS1			MAP3K14 antisense RNA 1
MAP3K15	"bA723P2.3|FLJ16518|ASK3"		mitogen-activated protein kinase kinase kinase 15
MAP3K19	"FLJ23074|RCK"	YSK4	mitogen-activated protein kinase kinase kinase 19
MAP3K20	"MLTKalpha|MLTKbeta|ZAK|MLTK|MLK7|MRK"		mitogen-activated protein kinase kinase kinase 20
MAP3K20-AS1		MLK7-AS1	MAP3K20 antisense RNA 1
MAP3K21	"KIAA1804|MLK4"		mitogen-activated protein kinase kinase kinase 21
MAP4			microtubule associated protein 4
MAP4K1	HPK1		mitogen-activated protein kinase kinase kinase kinase 1
MAP4K1-AS1			MAP4K1 antisense RNA 1
MAP4K2	"GCK|BL44"	RAB8IP	mitogen-activated protein kinase kinase kinase kinase 2
MAP4K3	"GLK|MAPKKKK3"	RAB8IPL1	mitogen-activated protein kinase kinase kinase kinase 3
MAP4K3-DT			MAP4K3 divergent transcript
MAP4K4	"HGK|NIK|FLH21957"		mitogen-activated protein kinase kinase kinase kinase 4
MAP4K5	"KHS1|GCKR|KHS"		mitogen-activated protein kinase kinase kinase kinase 5
MAP6	"KIAA1878|STOP|FLJ41346|MAP6-N"		microtubule associated protein 6
MAP6D1	"FLJ12748|SL21"		MAP6 domain containing 1
MAP7	E-MAP-115		microtubule associated protein 7
MAP7-AS1			MAP7 antisense RNA 1
MAP7D1	"FLJ10350|FLJ39022"	"PARCC1|RPRC1"	MAP7 domain containing 1
MAP7D2	FLJ14503		MAP7 domain containing 2
MAP7D3	FLJ12649		MAP7 domain containing 3
MAP9	"ASAP|FLJ21159"		microtubule associated protein 9
MAP9-AS1			MAP9 antisense RNA 1
MAP10	MTR120	KIAA1383	microtubule associated protein 10
MAPK1	"ERK|ERK2|p41mapk|MAPK2"	"PRKM2|PRKM1"	mitogen-activated protein kinase 1
MAPK1IP1L		C14orf32	mitogen-activated protein kinase 1 interacting protein 1 like
MAPK3	"ERK1|p44mapk|p44erk1"	PRKM3	mitogen-activated protein kinase 3
MAPK4	"Erk3-related|Erk4"	PRKM4	mitogen-activated protein kinase 4
MAPK6	"ERK3|p97MAPK|HsT17250"	PRKM6	mitogen-activated protein kinase 6
MAPK6-DT	lncMAPK6		MAPK6 divergent transcript
MAPK6P1	Erk3ps1	MAPK6PS1	mitogen-activated protein kinase 6 pseudogene 1
MAPK6P2		MAPK6PS2	mitogen-activated protein kinase 6 pseudogene 2
MAPK6P3		MAPK6PS3	mitogen-activated protein kinase 6 pseudogene 3
MAPK6P4	Erk3ps4	MAPK6PS4	mitogen-activated protein kinase 6 pseudogene 4
MAPK6P5		MAPK6PS5	mitogen-activated protein kinase 6 pseudogene 5
MAPK6P6		MAPK6PS6	mitogen-activated protein kinase 6 pseudogene 6
MAPK7	"BMK1|ERK5"	PRKM7	mitogen-activated protein kinase 7
MAPK8	"JNK|JNK1|SAPK1"	PRKM8	mitogen-activated protein kinase 8
MAPK8IP1	"IB1|JIP-1|JIP1"	PRKM8IP	mitogen-activated protein kinase 8 interacting protein 1
MAPK8IP1P1		"PRKM8IPP|MAPK8IPP"	mitogen-activated protein kinase 8 interacting protein 1 pseudogene 1
MAPK8IP1P2			mitogen-activated protein kinase 8 interacting protein 1 pseudogene 2
MAPK8IP2	"IB2|JIP2"	PRKM8IPL	mitogen-activated protein kinase 8 interacting protein 2
MAPK8IP3	"KIAA1066|JSAP1|JIP3|syd"		mitogen-activated protein kinase 8 interacting protein 3
MAPK8IP3-AS1			MAPK8IP3 antisense RNA 1
MAPK9	"JNK2|p54a|SAPK"	PRKM9	mitogen-activated protein kinase 9
MAPK10	"JNK3|p493F12|p54bSAPK"	PRKM10	mitogen-activated protein kinase 10
MAPK10-AS1			MAPK10 antisense RNA 1
MAPK11	"p38-2|p38Beta|SAPK2"	PRKM11	mitogen-activated protein kinase 11
MAPK12	"ERK6|PRKM12|p38gamma|SAPK-3"	SAPK3	mitogen-activated protein kinase 12
MAPK13	"SAPK4|p38delta"	PRKM13	mitogen-activated protein kinase 13
MAPK14	"PRKM14|p38|Mxi2|PRKM15"	"CSPB1|CSBP1|CSBP2"	mitogen-activated protein kinase 14
MAPK15	"ERK8|ERK7"		mitogen-activated protein kinase 15
MAPKAP1	"MGC2745|SIN1|MIP1"		MAPK associated protein 1
MAPKAPK2	MK2		MAPK activated protein kinase 2
MAPKAPK3	"3pK|MAPKAP3|3PK|MK-3|MK3"		MAPK activated protein kinase 3
MAPKAPK5	"PRAK|MK5"		MAPK activated protein kinase 5
MAPKAPK5-AS1	"FLJ39616|MAAS|lncRNA-cCSC1"	C12orf47	MAPKAPK5 antisense RNA 1
MAPKAPK5P1			MAPKAPK5 pseudogene 1
MAPKBP1	"KIAA0596|NPHP20"		mitogen-activated protein kinase binding protein 1
MAPRE1	EB1		microtubule associated protein RP/EB family member 1
MAPRE1P1		MAPRE1P	MAPRE1 pseudogene 1
MAPRE1P2			MAPRE1 pseudogene 2
MAPRE1P3			MAPRE1 pseudogene 3
MAPRE2	"RP1|EB1|EB2"		microtubule associated protein RP/EB family member 2
MAPRE3	"RP3|EB3"		microtubule associated protein RP/EB family member 3
MAPRE3-AS1			MAPRE3 antisense RNA 1
MAPT	"MTBT1|tau|PPND|FTDP-17|TAU|MSTD|MTBT2|FLJ31424|MGC138549|PPP1R103|tau-40|Tau-PHF6"	"DDPAC|MAPTL"	microtubule associated protein tau
MAPT-AS1			MAPT antisense RNA 1
MAPT-IT1			MAPT intronic transcript 1
MARCHF1	"FLJ20668|MARCH-I|RNF171"	MARCH1	membrane associated ring-CH-type finger 1
MARCHF2	"HSPC240|MARCH-II|RNF172"	MARCH2	membrane associated ring-CH-type finger 2
MARCHF3	"MGC48332|MARCH-III|RNF173"	MARCH3	membrane associated ring-CH-type finger 3
MARCHF4	"KIAA1399|MARCH-IV|RNF174"	MARCH4	membrane associated ring-CH-type finger 4
MARCHF5	"FLJ20445|MARCH-V|MITOL"	"RNF153|MARCH5"	membrane associated ring-CH-type finger 5
MARCHF6	"TEB4|MARCH-VI|RNF176"	MARCH6	membrane associated ring-CH-type finger 6
MARCHF6-DT	"CTD-2256P15.2|PACMP"		MARCHF6 divergent transcript
MARCHF7	"MARCH-VII|RNF177"	"AXOT|MARCH7"	membrane associated ring-CH-type finger 7
MARCHF8	"c-MIR|CMIR|MARCH-VIII|RNF178"	"MIR|MARCH8"	membrane associated ring-CH-type finger 8
MARCHF9	"RNF179|FLJ36578"	MARCH9	membrane associated ring-CH-type finger 9
MARCHF10	"FLJ35757|MARCH-X"	"RNF190|MARCH10"	membrane associated ring-CH-type finger 10
MARCHF10-DT		MARCH10-DT	MARCHF10 divergent transcript
MARCHF11	"MARCH-XI|RNF226"	MARCH11	membrane associated ring-CH-type finger 11
MARCHF11-AS1		MARCH11-AS1	MARCHF11 antisense RNA 1
MARCHF11-DT			MARCHF11 divergent transcript
MARCKS	"PKCSL|80K-L"	MACS	myristoylated alanine rich protein kinase C substrate
MARCKSL1	"F52|MacMARCKS|MLP1"	MLP	MARCKS like 1
MARCKSL1P1			MARCKS like 1 pseudogene 1
MARCKSL1P2			MARCKS like 1 pseudogene 2
MARCKSP1		MACSL1	myristoylated alanine rich protein kinase C substrate pseudogene 1
MARCO	"SCARA2|SR-A6"		macrophage receptor with collagenous structure
MARCOL			MARCO like
MARF1	"LKAP|PPP1R34|LMKB"	KIAA0430	meiosis regulator and mRNA stability factor 1
MARK1	"MARK|PAR-1C"		microtubule affinity regulating kinase 1
MARK2	"PAR-1|Par1b|PAR-1B"	EMK1	microtubule affinity regulating kinase 2
MARK2P1			MARK2 pseudogene 1
MARK2P2			MARK2 pseudogene 2
MARK2P3			MARK2 pseudogene 3
MARK2P4			MARK2 pseudogene 4
MARK2P5			MARK2 pseudogene 5
MARK2P6			MARK2 pseudogene 6
MARK2P7			MARK2 pseudogene 7
MARK2P8			MARK2 pseudogene 8
MARK2P9			MARK2 pseudogene 9
MARK2P10			MARK2 pseudogene 10
MARK2P11			MARK2 pseudogene 11
MARK2P12			MARK2 pseudogene 12
MARK2P13			MARK2 pseudogene 13
MARK2P14			MARK2 pseudogene 14
MARK2P15			MARK2 pseudogene 15
MARK2P16			MARK2 pseudogene 16
MARK2P17			MARK2 pseudogene 17
MARK2P18			MARK2 pseudogene 18
MARK2P19			MARK2 pseudogene 19
MARK2P20			MARK2 pseudogene 20
MARK2P21			MARK2 pseudogene 21
MARK3	"CTAK1|KP78|PAR-1A"		microtubule affinity regulating kinase 3
MARK3P1			microtubule affinity regulating kinase 3 pseudogene 1
MARK3P2			microtubule affinity regulating kinase 3 pseudogene 2
MARK3P3			microtubule affinity regulating kinase 3 pseudogene 3
MARK4	"Nbla00650|FLJ90097|KIAA1860|PAR-1D"	MARKL1	microtubule affinity regulating kinase 4
MARS1	"MetRS|SPG70|CMT2U"	MARS	methionyl-tRNA synthetase 1
MARS2	"mtMetRS|SPAX3"		methionyl-tRNA synthetase 2, mitochondrial
MARVELD1	"MGC4415|GB14|FLJ23440|FLJ22343|bA548K23.8"	MRVLDC1	MARVEL domain containing 1
MARVELD2	"FLJ30532|TRIC"	"MRVLDC2|DFNB49"	MARVEL domain containing 2
MARVELD3		MRVLDC3	MARVEL domain containing 3
MAS1			MAS1 proto-oncogene, G protein-coupled receptor
MAS1L	"MAS-L|MRG|dJ994E9.2"		MAS1 proto-oncogene like, G protein-coupled receptor
MAS1LP1	OTTHUMG00000086553	MAS1LP	MAS1L pseudogene 1
MASP1	"MASP|Map44|MASP-3|MAP-1"	"CRARF|PRSS5"	MBL associated serine protease 1
MASP2	"Map19|sMAP|MAP-2"	MASP1P1	MBL associated serine protease 2
MAST1	"SAST|KIAA0973"		microtubule associated serine/threonine kinase 1
MAST2	"MAST205|KIAA0807"		microtubule associated serine/threonine kinase 2
MAST3	KIAA0561		microtubule associated serine/threonine kinase 3
