symbol	alias_symbol	prev_symbol	name
CDRT15P6			CDRT15 pseudogene 6
CDRT15P7			CDRT15 pseudogene 7
CDRT15P8			CDRT15 pseudogene 8
CDRT15P9			CDRT15 pseudogene 9
CDRT15P10		C2orf27AP1	CDRT15 pseudogene 10
CDRT15P11			CDRT15 pseudogene 11
CDRT15P12			CDRT15 pseudogene 12
CDRT15P13			CDRT15 pseudogene 13
CDRT15P14		C2orf27AP3	CDRT15 pseudogene 14
CDS1			CDP-diacylglycerol synthase 1
CDS2			CDP-diacylglycerol synthase 2
CDSN	D6S586E		corneodesmosin
CDT1	"DUP|RIS2"		chromatin licensing and DNA replication factor 1
CDV3	H41		CDV3 homolog
CDV3P1			CDV3 pseudogene 1
CDX1			caudal type homeobox 1
CDX2		CDX3	caudal type homeobox 2
CDX4			caudal type homeobox 4
CDY1	CDY1A		chromodomain Y-linked 1
CDY1B			chromodomain Y-linked 1B
CDY2A		CDY2	chromodomain Y-linked 2A
CDY2B	CDY		chromodomain Y-linked 2B
CDY3P			chromodomain Y-linked 3 pseudogene
CDY4P			chromodomain Y-linked 4 pseudogene
CDY5P			chromodomain Y-linked 5 pseudogene
CDY6P			chromodomain Y-linked 6 pseudogene
CDY7P			chromodomain Y-linked 7 pseudogene
CDY8P			chromodomain Y-linked 8 pseudogene
CDY9P			chromodomain Y-linked 9 pseudogene
CDY10P			chromodomain Y-linked 10 pseudogene
CDY11P			chromodomain Y-linked 11 pseudogene
CDY12P			chromodomain Y-linked 12 pseudogene
CDY13P			chromodomain Y-linked 13 pseudogene
CDY14P			chromodomain Y-linked 14 pseudogene
CDY15P			chromodomain Y-linked 15 pseudogene
CDY16P			chromodomain Y-linked 16 pseudogene
CDY17P			chromodomain Y-linked 17 pseudogene
CDY18P			chromodomain Y-linked 18 pseudogene
CDY19P			chromodomain Y-linked 19 pseudogene
CDY20P			chromodomain Y-linked 20 pseudogene
CDY21P			chromodomain Y-linked 21 pseudogene
CDY22P			chromodomain Y-linked 22 pseudogene
CDY23P			chromodomain Y-linked 23 pseudogene
CDYL	"DKFZP586C1622|CDYL1"		chromodomain Y like
CDYL-AS1			CDYL antisense RNA 1
CDYL2	FLJ38866		chromodomain Y like 2
CDYLP1			CDYL pseudogene 1
CEACAM1	"BGP1|CD66a"	BGP	CEA cell adhesion molecule 1
CEACAM3	"CD66d|CGM1a"	CGM1	CEA cell adhesion molecule 3
CEACAM4		CGM7	CEA cell adhesion molecule 4
CEACAM5	CD66e	CEA	CEA cell adhesion molecule 5
CEACAM6	"CD66c|NCA-50/90"	NCA	CEA cell adhesion molecule 6
CEACAM7	CEA	CGM2	CEA cell adhesion molecule 7
CEACAM8	CD66b	CGM6	CEA cell adhesion molecule 8
CEACAM16	DFNA4B		CEA cell adhesion molecule 16, tectorial membrane component
CEACAM16-AS1			CEACAM16, CEACAM19 and PVR antisense RNA 1
CEACAM18			CEA cell adhesion molecule 18
CEACAM19	CEAL1		CEA cell adhesion molecule 19
CEACAM20	UNQ9366		CEA cell adhesion molecule 20
CEACAM21	"R29124_1|FLJ13540"		CEA cell adhesion molecule 21
CEACAM22P			CEA cell adhesion molecule 22, pseudogene
CEACAMP1		CGM8	CEA cell adhesion molecule pseudogene 1
CEACAMP2		CGM9	CEA cell adhesion molecule pseudogene 2
CEACAMP3		"CGM10|CEACAM24P"	CEA cell adhesion molecule pseudogene 3
CEACAMP4		CGM11	CEA cell adhesion molecule pseudogene 4
CEACAMP5		CGM12	CEA cell adhesion molecule pseudogene 5
CEACAMP6		CGM13	CEA cell adhesion molecule pseudogene 6
CEACAMP7		CGM14	CEA cell adhesion molecule pseudogene 7
CEACAMP8		CGM15	CEA cell adhesion molecule pseudogene 8
CEACAMP9		CGM16	CEA cell adhesion molecule pseudogene 9
CEACAMP10		CGM17	CEA cell adhesion molecule pseudogene 10
CEACAMP11		CGM18	CEA cell adhesion molecule pseudogene 11
CEBPA	C/EBP-alpha	CEBP	CCAAT enhancer binding protein alpha
CEBPA-DT	ADINR	CEBPA-AS1	CEBPA divergent transcript
CEBPB	"LAP|CRP2|NFIL6|IL6DBP|C/EBP-beta"	TCF5	CCAAT enhancer binding protein beta
CEBPB-AS1			CEBPB antisense RNA 1
CEBPD	"CRP3|CELF|C/EBP-delta|NF-IL6-beta"		CCAAT enhancer binding protein delta
CEBPE	CRP1		CCAAT enhancer binding protein epsilon
CEBPG	"GPE1BP|IG/EBP-1"		CCAAT enhancer binding protein gamma
CEBPZ	"CBF2|CTF2|HSP-CBF"		CCAAT enhancer binding protein zeta
CEBPZOS		CEBPZ-AS1	CEBPZ opposite strand
CECR			cat eye syndrome chromosome region
CECR2	KIAA1740		CECR2 histone acetyl-lysine reader
CECR3			cat eye syndrome chromosome region, candidate 3
CECR7	SAHL1		cat eye syndrome chromosome region, candidate 7
CECR9			cat eye syndrome chromosome region, candidate 9
CEDORA	"RP11-298D21.1|FEDORA"		CDH13 antisense oligodendrocyte and neuron associated lncRNA
CEL	"BSSL|MODY8"		carboxyl ester lipase
CELA1		ELA1	chymotrypsin like elastase 1
CELA2A	ELA2A		chymotrypsin like elastase 2A
CELA2B	"RP11-265F14.2|ELA2B"		chymotrypsin like elastase 2B
CELA3A	ELA3	ELA3A	chymotrypsin like elastase 3A
CELA3B	CBPP	ELA3B	chymotrypsin like elastase 3B
CELF1	"CUG-BP|hNab50|BRUNOL2|NAB50|CUGBP|NAPOR|EDEN-BP"	CUGBP1	CUGBP Elav-like family member 1
CELF2	"Etr-3|NAPOR-2|BRUNOL3"	CUGBP2	CUGBP Elav-like family member 2
CELF2-AS1	"FLJ40494|Em:AC026887.2"	C10orf31	CELF2 antisense RNA 1
CELF2-AS2			CELF2 antisense RNA 2
CELF2-DT			CELF2 divergent transript
CELF3	"CAGH4|BRUNOL1|ERDA4|MGC57297"	TNRC4	CUGBP Elav-like family member 3
CELF4		BRUNOL4	CUGBP Elav-like family member 4
CELF5		BRUNOL5	CUGBP Elav-like family member 5
CELF6		BRUNOL6	CUGBP Elav-like family member 6
CELP		CELL	carboxyl ester lipase pseudogene
CELSR1	"ME2|HFMI2|FMI2|CDHF9|ADGRC1"		cadherin EGF LAG seven-pass G-type receptor 1
CELSR1P1			CELSR1 pseudogene 1
CELSR2	"KIAA0279|MEGF3|Flamingo1|CDHF10|ADGRC2"	EGFL2	cadherin EGF LAG seven-pass G-type receptor 2
CELSR3	"MEGF2|HFMI1|FMI1|CDHF11|ADGRC3"	EGFL1	cadherin EGF LAG seven-pass G-type receptor 3
CEMIP	"IR2155535|TMEM2L|HYBID|CEMIP1"	KIAA1199	cell migration inducing hyaluronidase 1
CEMIP2		TMEM2	cell migration inducing hyaluronidase 2
CEMP1	CP-23		cementum protein 1
CENATAC	DLNB14	CCDC84	centrosomal AT-AC splicing factor
CENATAC-DT		CCDC84-DT	CENATAC divergent transcript
CENATACP1			CENATAC pseudogene 1
CEND1	"FLJ90066|BM88"		cell cycle exit and neuronal differentiation 1
CEND1P1			cell cycle exit and neuronal differentiation 1 pseudogene 1
CEND1P2			cell cycle exit and neuronal differentiation 1 pseudogene 2
CENPA	"CENP-A|CenH3"		centromere protein A
CENPB			centromere protein B
CENPBD1P	MGC16385	CENPBD1	CENPB DNA-binding domain containing 1, pseudogene
CENPBD2P		CENPBD1P1	CENPB DNA-binding domains containing 2, pseudogene
CENPC	"CENP-C|hcp-4|MIF2"	CENPC1	centromere protein C
CENPCP1		"CENPC|CENPC2|CENPC1P1"	centromere protein C pseudogene 1
CENPE	"KIF10|PPP1R61"		centromere protein E
CENPF	hcp-1		centromere protein F
CENPH			centromere protein H
CENPI	"LRPR1|CENP-I|Mis6"	FSHPRH1	centromere protein I
CENPIP1			centromere protein I pseudogene 1
CENPJ	"CPAP|BM032|LAP|LIP1|Sas-4|SASS4|SCKL4"	MCPH6	centromere protein J
CENPK	"FKSG14|SOLT|CENP-K"		centromere protein K
CENPL	"dJ383J4.3|FLJ31044"	C1orf155	centromere protein L
CENPM	"Pane1|CENP-M|MGC861"	C22orf18	centromere protein M
CENPN	"FLJ13607|FLJ22660|BM039"	C16orf60	centromere protein N
CENPN-AS1			CENPN antisense RNA 1
CENPNP1			CENPN pseudogene 1
CENPNP2			CENPN pseudogene 2
CENPO	"MGC11266|CENP-O"		centromere protein O
CENPP	"RP11-19J3.3|CENP-P"		centromere protein P
CENPPP1			CENPP pseudogene 1
CENPQ	"FLJ10545|CENP-Q"	C6orf139	centromere protein Q
CENPS	"CENP-S|FAAP16"	"APITD1|MHF1"	centromere protein S
CENPS-CORT		APITD1-CORT	CENPS-CORT readthrough
CENPT	"FLJ13111|CENP-T"	C16orf56	centromere protein T
CENPU	"CENP-U|KLIP1|CENP-50|PBIP1"	MLF1IP	centromere protein U
CENPUP1			centromere protein U pseudogene 1
CENPUP2			centromere protein U pseudogene 2
CENPV	"p30|CENP-V"	PRR6	centromere protein V
CENPVL1	PRR6L1	CENPVP1	centromere protein V like 1
CENPVL2		CENPVP2	centromere protein V like 2
CENPVL3		CENPVP3	centromere protein V like 3
CENPW	CUG2	C6orf173	centromere protein W
CENPX	"MGC14480|FAAP10|CENP-X"	"STRA13|MHF2"	centromere protein X
CEP15	HT021	C3orf14	centrosomal protein 15
CEP19	MGC14126	C3orf34	centrosomal protein 19
CEP19P1			CEP19 pseudogene 1
CEP20	"DKFZp686N1651|FLJ31153|PHSECRG2|FOR20"	"C16orf63|FOPNL"	centrosomal protein 20
CEP41	"DKFZp762H1311|FLJ22445|JBTS15"	TSGA14	centrosomal protein 41
CEP43	FOP	FGFR1OP	centrosomal protein 43
CEP44		KIAA1712	centrosomal protein 44
CEP55	"FLJ10540|CT111"	C10orf3	centrosomal protein 55
CEP57	"Translokin|TSP57|KIAA0092"		centrosomal protein 57
CEP57L1	"bA487F23.2|MGC21731"	C6orf182	centrosomal protein 57 like 1
CEP57L1P1		"C10orf37|C6orf182P"	centrosomal protein 57 like 1 pseudogene 1
CEP63	FLJ13386		centrosomal protein 63
CEP68		KIAA0582	centrosomal protein 68
CEP70	"BITE|FLJ13036"		centrosomal protein 70
CEP72	"KIAA1519|FLJ10565"		centrosomal protein 72
CEP72-DT			CEP72 divergent transcript
CEP76	"HsT1705|FLJ12542"	C18orf9	centrosomal protein 76
CEP78	FLJ12643	C9orf81	centrosomal protein 78
CEP83	"NY-REN-58|NPHP18"	CCDC41	centrosomal protein 83
CEP83-DT		"CCDC41-AS1|CEP83-AS1"	CEP83 divergent transcript
CEP85	DKFZP434L0117	CCDC21	centrosomal protein 85
CEP85L	"NY-BR-15|bA57K17.2"	C6orf204	centrosomal protein 85 like
CEP89	FLJ14640	CCDC123	centrosomal protein 89
CEP95	DKFZp667E1824	CCDC45	centrosomal protein 95
CEP97	FLJ23047	LRRIQ2	centrosomal protein 97
CEP104	"GlyBP|RP1-286D6.4|CFAP256|ROC22|JBTS25"	KIAA0562	centrosomal protein 104
CEP112	MGC33887	CCDC46	centrosomal protein 112
CEP120	FLJ36090	CCDC100	centrosomal protein 120
CEP126		KIAA1377	centrosomal protein 126
CEP128		"C14orf61|C14orf145"	centrosomal protein 128
CEP131	"AZ1|KIAA1118"	AZI1	centrosomal protein 131
CEP135	FLJ13621	"KIAA0635|CEP4"	centrosomal protein 135
CEP152	"KIAA0912|SCKL5|MCPH9"		centrosomal protein 152
CEP162	QN1	"C6orf84|KIAA1009"	centrosomal protein 162
CEP164	"KIAA1052|NPHP15"		centrosomal protein 164
CEP164P1			centrosomal protein 164 pseudogene 1
CEP170	"KAB|FAM68A"	KIAA0470	centrosomal protein 170
CEP170B	"FAM68C|Cep170R"	KIAA0284	centrosomal protein 170B
CEP170P1	"MGC26143|FAM68B"	"KIAA0470L|CEP170L"	centrosomal protein 170 pseudogene 1
CEP192	"KIAA1569|FLJ10352|PPP1R62"		centrosomal protein 192
CEP192-DT	RP11-773H22.4		CEP192 divergent transcript
CEP192P1			CEP192 pseudogene 1
CEP250	C-NAP1	CEP2	centrosomal protein 250
CEP250-AS1			CEP250 antisense RNA 1
CEP290	"KIAA0373|FLJ13615|3H11Ag|rd16|NPHP6|JBTS5|SLSN6|LCA10|MKS4|BBS14|CT87|POC3"		centrosomal protein 290
CEP295		KIAA1731	centrosomal protein 295
CEP295NL	DDC8	KIAA1731NL	CEP295 N-terminal like
CEP350	"KIAA0480|CAP350"		centrosomal protein 350
CEPT1			choline/ethanolamine phosphotransferase 1
CER1	DAND4		cerberus 1, DAN family BMP antagonist
CERCAM	GLT25D3	CEECAM1	cerebral endothelial cell adhesion molecule
CERK	"hCERK|FLJ23239|dA59H18.3|DKFZp434E0211|FLJ21430|KIAA1646|LK4|dA59H18.2"		ceramide kinase
CERKL		RP26	ceramide kinase like
CERNA1	LOC100129973		competing endogenous lncRNA 1 for miR-4707-5p and miR-4767
CERNA2	HOST2		competing endogenous lncRNA 2 for microRNA let-7b
CERNA3	CTA		competing endogenous lncRNA 3 for miR-645
CEROX1			cytoplasmic endogenous regulator of oxidative phosphorylation 1
CERS1	"LAG1|UOG1"	LASS1	ceramide synthase 1
CERS2	"SP260|FLJ10243|L3|TMSG1"	LASS2	ceramide synthase 2
CERS3	MGC27091	LASS3	ceramide synthase 3
CERS3-AS1			CERS3 antisense RNA 1
CERS4	"FLJ12089|Trh1"	LASS4	ceramide synthase 4
CERS5	"Trh4|MGC45411|FLJ25304"	LASS5	ceramide synthase 5
CERS6		LASS6	ceramide synthase 6
CERS6-AS1			CERS6 antisense RNA 1
CERT1	"GPBP|STARD11|CERT"	COL4A3BP	ceramide transporter 1
CES1	"HMSE|CES2|HMSE1|SES1|CEH|CES1A1|CES1A2"		carboxylesterase 1
CES1P1	"PCE-3|CESR|CES1A3"	CES4	carboxylesterase 1 pseudogene 1
CES1P2			carboxylesterase 1 pseudogene 2
CES2	"CE-2|iCE|CES2A1"		carboxylesterase 2
CES3	"FLJ21736|ES31"		carboxylesterase 3
CES4A	FLJ37464	CES8	carboxylesterase 4A
CES5A	"FLJ31547|CES4C1|CES5|CAUXIN"	CES7	carboxylesterase 5A
CES5AP1			carboxylesterase 5A pseudogene 1
CETN1	CEN1	CETN	centrin 1
CETN2	CEN2	CALT	centrin 2
CETN3	CEN3		centrin 3
CETN4P			centrin 4, pseudogene
CETP	BPIFF		cholesteryl ester transfer protein
CFAP20	"GTL3|fSAP23"	C16orf80	cilia and flagella associated protein 20
CFAP20DC	"FLJ42117|FLJ42930"	C3orf67	CFAP20 domain containing
CFAP20DC-AS1		C3orf67-AS1	CFAP20DC antisense RNA 1
CFAP20DC-DT			CFAP20DC divergent transcript
CFAP36	"MGC15407|BARTL1"	CCDC104	cilia and flagella associated protein 36
CFAP43	"FLJ36006|bA373N18.2|FLJ22944"	"C10orf79|WDR96"	cilia and flagella associated protein 43
CFAP44	FLJ11142	WDR52	cilia and flagella associated protein 44
CFAP44-AS1		WDR52-AS1	CFAP44 antisense RNA 1
CFAP45	NESG1	CCDC19	cilia and flagella associated protein 45
CFAP46	"DKFZp434A1721|bA288G11.4|bA288G11.5|bB137A17.2|FLJ25954|bB137A17.3"	"C10orf123|C10orf124|C10orf93|C10orf92|TTC40"	cilia and flagella associated protein 46
CFAP47	"FLJ36601|RP13-11B7.1|MGC34831"	"CXorf59|CXorf22|CXorf30|CHDC2"	cilia and flagella associated protein 47
CFAP52	"WDRPUH|FLJ37528"	WDR16	cilia and flagella associated protein 52
CFAP53	FLJ32743	CCDC11	cilia and flagella associated protein 53
CFAP53P1		CCDC11P1	CFAP53 pseudogene 1
CFAP54	"FLJ31514|FLJ44112"	"C12orf63|C12orf55"	cilia and flagella associated protein 54
CFAP57	FLJ32000	WDR65	cilia and flagella associated protein 57
CFAP58	"FLJ35908|bA554P13.1"	"C10orf80|CCDC147"	cilia and flagella associated protein 58
CFAP58-DT	lncITPRIP-1	"CCDC147-AS1|CFAP58-AS1"	CFAP58 divergent transcript
CFAP61	"DKFZP434K156|dJ1002M8.3|CaM-IP3"	C20orf26	cilia and flagella associated protein 61
CFAP61-AS1			CFAP61 antisense RNA 1
CFAP65	"DKFZp434O0527|MGC35338"	CCDC108	cilia and flagella associated protein 65
CFAP68	FLJ23499	C11orf1	cilia and flagella associated protein 68
CFAP69	"FLJ21062|FAP69"	C7orf63	cilia and flagella associated protein 69
CFAP69P1			CFAP69 pseudogene 1
CFAP70	FLJ25765	TTC18	cilia and flagella associated protein 70
CFAP73	MIA2	CCDC42B	cilia and flagella associated protein 73
CFAP74	FLJ45476	"C1orf222|KIAA1751"	cilia and flagella associated protein 74
CFAP77	FLJ46082	C9orf171	cilia and flagella associated protein 77
CFAP90	LOC134121	C5orf49	cilia and flagella associated protein 90
CFAP91	"AAT1|AAT1alpha|SPATA26|CaM-IP2|AAT-1"	"C3orf15|MAATS1"	cilia and flagella associated protein 91
CFAP92	"FLJ43738|FAP92"	KIAA1257	cilia and flagella associated protein 92 (putative)
CFAP95		C9orf135	cilia and flagella associated protein 95
CFAP95-DT		"C9orf135-AS1|C9orf135-DT"	CFAP95 divergent transcript
CFAP96	LOC441054	C4orf47	cilia and flagella associated protein 96
CFAP97	"DKFZp434F1728|hmw"	KIAA1430	cilia and flagella associated protein 97
CFAP97D1		C17orf105	CFAP97 domain containing 1
CFAP97D2			CFAP97 domain containing 2
CFAP97P1			CFAP97 pseudogene 1
CFAP99			cilia and flagella associated protein 99
CFAP100	"FLJ40083|MIA1"	CCDC37	cilia and flagella associated protein 100
CFAP100-DT		"CCDC37-AS1|CCDC37-DT"	CFAP100 divergent transcript
CFAP107	MGC35194	C1orf158	cilia and flagella associated protein 107
CFAP119	MGC104706	"C16orf93|CCDC189"	cilia and flagella associated protein 119
CFAP126	"Flattop|Fltp"	C1orf192	cilia and flagella associated protein 126
CFAP141		C1orf189	cilia and flagella associated protein 141
CFAP144	"LOC440585|hCG23177"	FAM183A	cilia and flagella associated protein 144
CFAP144P1	"LOC340286|THEG6"	"FAM183B|FAM183BP"	CFAP144 pseudogene 1
CFAP144P2		FAM183DP	CFAP144 pseudogene 2
CFAP144P3		FAM183EP	CFAP144 pseudogene 3
CFAP157		C9orf117	cilia and flagella associated protein 157
CFAP161	FLJ38615	C15orf26	cilia and flagella associated protein 161
CFAP184	FLJ90575	CCDC96	cilia and flagella associated protein 184
CFAP206	"FLJ25974|dJ382I10.1"	C6orf165	cilia and flagella associated protein 206
CFAP210	LOC129881	"C2orf77|CCDC173"	cilia and flagella associated protein 210
CFAP221	"FAP221|PCDP1"		cilia and flagella associated protein 221
CFAP251	"MGC33630|CaM-IP4"	WDR66	cilia and flagella associated protein 251
CFAP263	"HSPC065|DKFZp434N1418"	CCDC113	cilia and flagella associated protein 263
CFAP276		C1orf194	cilia and flagella associated protein 276
CFAP298	"FLJ20467|FBB18|CILD26|Kur|DNAAF16"	"C21orf48|C21orf59"	cilia and flagella associated protein 298
CFAP298-TCP10L	FLJ10932	"LINC00846|C21orf77"	CFAP298-TCP10L readthrough
CFAP299		C4orf22	cilia and flagella associated protein 299
CFAP300	"MGC13040|FBB5|DNAAF17"	C11orf70	cilia and flagella associated protein 300
CFAP410	"YF5|A2|LRRC76"	C21orf2	cilia and flagella associated protein 410
CFAP418	"FLJ30600|CORD16|RP64|BBS21|FAP418|MOT25.|SMALLTALK"	C8orf37	cilia and flagella associated protein 418
CFAP418-AS1	tospeak	C8orf37-AS1	CFAP418 antisense RNA 1
CFB	H2-Bf	"BFD|BF"	complement factor B
CFC1	CRYPTIC	HTX2	cryptic, EGF-CFC family member 1
CFC1B			cryptic, EGF-CFC family member 1B
CFD	ADN	"DF|PFD"	complement factor D
CFDP1	"BCNT|p97|CP27|SWC5|Yeti|CENP-29"		craniofacial development protein 1
CFH	"HUS|FHL1|ARMS1|ARMD4"	"HF|HF1|HF2"	complement factor H
CFHR1	"H36-1|FHR1|CFHL|H36-2"	"HFL1|CFHL1|CFHR1P|HFL2|CFHL1P"	complement factor H related 1
CFHR2	FHR2	"HFL3|CFHL2"	complement factor H related 2
CFHR3	"FHR-3|HLF4|FHR3|DOWN16"	CFHL3	complement factor H related 3
CFHR4	"FHR-4|FHR4"	CFHL4	complement factor H related 4
CFHR5	"FHR5|FHR-5"	CFHL5	complement factor H related 5
CFI	"FI|C3b-INA|KAF"	IF	complement factor I
CFL1		CFL	cofilin 1
CFL1P1	MGC35136	CFLP1	cofilin 1 pseudogene 1
CFL1P2		"CFLL2|CFLP2"	cofilin 1 pseudogene 2
CFL1P3		"CFLL3|CFLP3"	cofilin 1 pseudogene 3
CFL1P4		"CFLL4|CFLP4"	cofilin 1 pseudogene 4
CFL1P5		"CFLL1|CFLP5"	cofilin 1 pseudogene 5
CFL1P6		CFLP6	cofilin 1 pseudogene 6
CFL1P7			cofilin 1 pseudogene 7
CFL1P8			cofilin 1 pseudogene 8
CFL2	NEM7		cofilin 2
CFLAR	"CASH|Casper|CLARP|FLAME|FLIP|I-FLICE|MRIT|c-FLIP|cFLIP|FLAME-1|FLAME1|c-FLIPL|c-FLIPR|c-FLIPS"	CASP8AP1	CASP8 and FADD like apoptosis regulator
CFLAR-AS1		ALS2CR10	CFLAR antisense RNA 1
CFP		PFC	complement factor properdin
CFTR	"MRP7|ABC35|TNR-CFTR|dJ760C5.1|CFTR/MRP"	"CF|ABCC7"	CF transmembrane conductance regulator
CFTR-AS1	BGas		CFTR antisense RNA 1
CFTRP1	dJ760C5.1	C20orf189	CFTR pseudogene 1
CFTRP2			CFTR pseudogene 2
CFTRP3			CFTR pseudogene 3
CGA	"HCG|GPHa|GPHA1|FSHA|LHA|TSHA|GPA1"		glycoprotein hormones, alpha polypeptide
CGAS	"h-cGAS|D4"	"C6orf150|MB21D1"	cyclic GMP-AMP synthase
CGB1			chorionic gonadotropin subunit beta 1
CGB2			chorionic gonadotropin subunit beta 2
CGB3		CGB	chorionic gonadotropin subunit beta 3
CGB5	HCG		chorionic gonadotropin subunit beta 5
CGB7	CG-beta-a		chorionic gonadotropin subunit beta 7
CGB8			chorionic gonadotropin subunit beta 8
CGGBP1	"p20-CGGBP|CGGBP"		CGG triplet repeat binding protein 1
CGN	KIAA1319		cingulin
CGNL1	"FLJ14957|JACOP|KIAA1749|PCING"		cingulin like 1
CGREF1	CGR11		cell growth regulator with EF-hand domain 1
CGRRF1	"CGR19|RNF197"		cell growth regulator with ring finger domain 1
CH25H			cholesterol 25-hydroxylase
CHAC1	MGC4504		ChaC glutathione specific gamma-glutamylcyclotransferase 1
CHAC2	GCG1		ChaC glutathione specific gamma-glutamylcyclotransferase 2
CHAD	SLRR4A		chondroadherin
CHADL	SLRR4B		chondroadherin like
CHAER1	Chaer		cardiac hypertrophy associated epigenetic regulator 1
CHAF1A	"CAF1P150|CAF1B|CAF-1|CAF1|P150|MGC71229"		chromatin assembly factor 1 subunit A
CHAF1B	"CAF1P60|CAF-1|CAF1|CAF1A|MPP7|MPHOSPH7"		chromatin assembly factor 1 subunit B
CHAMP1	"CAMP|CHAMP"	"C13orf8|ZNF828"	chromosome alignment maintaining phosphoprotein 1
CHASERR		LINC01578	CHD2 adjacent suppressive regulatory RNA
CHAT			choline O-acetyltransferase
CHCHD1	"FLJ25854|mS37"	C10orf34	coiled-coil-helix-coiled-coil-helix domain containing 1
CHCHD2	"MIX17B|MNRR1"	C7orf17	coiled-coil-helix-coiled-coil-helix domain containing 2
CHCHD2P1			coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 1
CHCHD2P2			coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 2
CHCHD2P3			coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 3
CHCHD2P4			coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 4
CHCHD2P5			coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 5
CHCHD2P6			coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 6
CHCHD2P7			coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 7
CHCHD2P8			coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 8
CHCHD2P9		"C9orf49|CHCHD9"	coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 9
CHCHD2P10			coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 10
CHCHD2P11			coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 11
CHCHD3	"FLJ20420|MINOS3|PPP1R22|Mic19|MICOS19"		coiled-coil-helix-coiled-coil-helix domain containing 3
CHCHD3P1			coiled-coil-helix-coiled-coil-helix domain containing 3 pseudogene 1
CHCHD3P2			coiled-coil-helix-coiled-coil-helix domain containing 3 pseudogene 2
CHCHD3P3			coiled-coil-helix-coiled-coil-helix domain containing 3 pseudogene 3
CHCHD4	"FLJ31709|TIMM40|MIA40"		coiled-coil-helix-coiled-coil-helix domain containing 4
CHCHD4P1			coiled-coil-helix-coiled-coil-helix domain containing 4 pseudogene 1
CHCHD4P2			coiled-coil-helix-coiled-coil-helix domain containing 4 pseudogene 2
CHCHD4P3			coiled-coil-helix-coiled-coil-helix domain containing 4 pseudogene 3
CHCHD4P4			coiled-coil-helix-coiled-coil-helix domain containing 4 pseudogene 4
CHCHD4P5			coiled-coil-helix-coiled-coil-helix domain containing 4 pseudogene 5
CHCHD5	"MGC11104|MIC14|MIX14"	C2orf9	coiled-coil-helix-coiled-coil-helix domain containing 5
CHCHD6	"MGC13016|PPP1R23|CHCM1|Mic25|MICOS25"		coiled-coil-helix-coiled-coil-helix domain containing 6
CHCHD7	"MGC2217|COX23"		coiled-coil-helix-coiled-coil-helix domain containing 7
CHCHD10	"N27C7-4|MIX17A"	C22orf16	coiled-coil-helix-coiled-coil-helix domain containing 10
CHCT1		C17orf64	CHD1 helical C-terminal domain containing 1
CHD1			chromodomain helicase DNA binding protein 1
CHD1-DT		LINC02062	CHD1 divergent transcript
CHD1L	ALC1		chromodomain helicase DNA binding protein 1 like
CHD2	"FLJ38614|DKFZp547I1315|DKFZp781D1727|DKFZp686E01200"		chromodomain helicase DNA binding protein 2
CHD3	"Mi-2a|ZFH|Mi2-ALPHA"		chromodomain helicase DNA binding protein 3
CHD4	"Mi-2b|Mi2-BETA"		chromodomain helicase DNA binding protein 4
CHD5			chromodomain helicase DNA binding protein 5
CHD6	"KIAA1335|FLJ22369|dJ620E11.1|CHD5|RIGB"		chromodomain helicase DNA binding protein 6
CHD7	"KIAA1416|FLJ20357|FLJ20361"	CRG	chromodomain helicase DNA binding protein 7
CHD8	"KIAA1564|DUPLIN"	HELSNF1	chromodomain helicase DNA binding protein 8
CHD9	"FLJ12178|KIAA0308|BC022889"		chromodomain helicase DNA binding protein 9
CHD9NB	PR-lncRNA-1		CHD9 neighbor
CHDH			choline dehydrogenase
CHEK1	"CHK1|checkpoint kinase 1"		checkpoint kinase 1
CHEK2	"CDS1|CHK2|HuCds1|PP1425|bA444G7"	RAD53	checkpoint kinase 2
CHEK2P1		CHEK2L1	CHEK2 pseudogene 1
CHEK2P2			CHEK2 pseudogene 2
CHEK2P3			CHEK2 pseudogene 3
CHEK2P4			CHEK2 pseudogene 4
CHEK2P5			CHEK2 pseudogene 5
CHEK2P6			CHEK2 pseudogene 6
CHEK2P7			CHEK2 pseudogene 7
CHERP	"ERPROT213-21|DAN16"		calcium homeostasis endoplasmic reticulum protein
CHFR	"FLJ10796|RNF196"		checkpoint with forkhead and ring finger domains
CHFR-DT			CHFR divergent transcript
CHGA	"PHE5|PHES"		chromogranin A
CHGB	SgI	SCG1	chromogranin B
CHI3L1	"GP39|YKL40|YK-40"		chitinase 3 like 1
